,SIC,descr_2dig,descr_4dig,color,US 1987 SIC 1,EMPLOYEES HERE,pct,pct2,Label
545,3826.0,Manufacturing,Laboratory Analytical Instruments,#0072FF,3826.0,250.0,0.00035151707740265436,0.04,Laboratory Analytical Instruments (0.04%)
191,2311.0,Manufacturing,"Men's and Boys' Suits, Coats, and Overcoats",#0072FF,2311.0,244.0,0.0003430806675449907,0.03,"Men's and Boys' Suits, Coats, and Overcoats (0.03%)"
685,5139.0,Retail and wholesale trade,Footwear,#FF9BCD,5139.0,242.0,0.00034026853092576946,0.03,Footwear (0.03%)
94,1611.0,Construction,"Highway and Street Construction, Except Elevated Highways",#696969,1611.0,242.0,0.00034026853092576946,0.03,"Highway and Street Construction, Except Elevated Highways (0.03%)"
929,8059.0,Services,"Nursing and Personal Care Facilities, Not Elsewhere Classified",#FF0069,8059.0,242.0,0.00034026853092576946,0.03,"Nursing and Personal Care Facilities, Not Elsewhere Classified (0.03%)"
852,7323.0,Services,Credit Reporting Services,#FF0069,7323.0,238.0,0.000334644257687327,0.03,Credit Reporting Services (0.03%)
515,3679.0,Manufacturing,"Electronic Components, Not Elsewhere Classified",#0072FF,3679.0,232.0,0.00032620784782966326,0.03,"Electronic Components, Not Elsewhere Classified (0.03%)"
692,5147.0,Retail and wholesale trade,Meats and Meat Products,#FF9BCD,5147.0,231.0,0.00032480177952005267,0.03,Meats and Meat Products (0.03%)
821,6732.0,"Finance, Insurance, And Real Estate","Educational, Religious, and Charitable Trusts",#FFFF00,6732.0,231.0,0.00032480177952005267,0.03,"Educational, Religious, and Charitable Trusts (0.03%)"
842,7241.0,Services,Barber Shops,#FF0069,7241.0,230.0,0.000323395711210442,0.03,Barber Shops (0.03%)
884,7532.0,Services,"Top, Body, and Upholstery Repair Shops and Paint Shops",#FF0069,7532.0,220.0,0.00030933502811433583,0.03,"Top, Body, and Upholstery Repair Shops and Paint Shops (0.03%)"
109,1791.0,Construction,Structural Steel Erection,#696969,1791.0,212.0,0.00029808648163745093,0.03,Structural Steel Erection (0.03%)
754,5941.0,Retail and wholesale trade,Sporting Goods Stores and Bicycle Shops,#FF9BCD,5941.0,212.0,0.00029808648163745093,0.03,Sporting Goods Stores and Bicycle Shops (0.03%)
772,5995.0,Retail and wholesale trade,Optical Goods Stores,#FF9BCD,5995.0,209.0,0.00029386827670861904,0.03,Optical Goods Stores (0.03%)
903,7822.0,Services,Motion Picture and Video Tape Distribution,#FF0069,7822.0,205.0,0.00028824400347017657,0.03,Motion Picture and Video Tape Distribution (0.03%)
660,5063.0,Retail and wholesale trade,"Electrical Apparatus and Equipment Wiring Supplies, and Construction Materials",#FF9BCD,5063.0,204.0,0.000286837935160566,0.03,"Electrical Apparatus and Equipment Wiring Supplies, and Construction Materials (0.03%)"
568,3965.0,Manufacturing,"Fasteners, Buttons, Needles, and Pins",#0072FF,3965.0,202.0,0.00028402579854134473,0.03,"Fasteners, Buttons, Needles, and Pins (0.03%)"
853,7331.0,Services,Direct Mail Advertising Services,#FF0069,7331.0,201.0,0.00028261973023173414,0.03,Direct Mail Advertising Services (0.03%)
792,6163.0,"Finance, Insurance, And Real Estate",Loan Brokers,#FFFF00,6163.0,199.0,0.0002798075936125129,0.03,Loan Brokers (0.03%)
944,8243.0,Services,Data Processing Schools,#FF0069,8243.0,198.0,0.00027840152530290226,0.03,Data Processing Schools (0.03%)
924,8042.0,Services,Offices and Clinics of Optometrists,#FF0069,8042.0,196.0,0.000275589388683681,0.03,Offices and Clinics of Optometrists (0.03%)
782,6062.0,"Finance, Insurance, And Real Estate","Credit Unions, Not Federally Chartered",#FFFF00,6062.0,196.0,0.000275589388683681,0.03,"Credit Unions, Not Federally Chartered (0.03%)"
779,6035.0,"Finance, Insurance, And Real Estate","Savings Institutions, Federally Chartered",#FFFF00,6035.0,195.0,0.0002741833203740704,0.03,"Savings Institutions, Federally Chartered (0.03%)"
507,3669.0,Manufacturing,"Communications Equipment, Not Elsewhere Classified",#0072FF,3669.0,195.0,0.0002741833203740704,0.03,"Communications Equipment, Not Elsewhere Classified (0.03%)"
836,7216.0,Services,"Drycleaning Plants, Except Rug Cleaning",#FF0069,7216.0,195.0,0.0002741833203740704,0.03,"Drycleaning Plants, Except Rug Cleaning (0.03%)"
709,5199.0,Retail and wholesale trade,"Nondurable Goods, Not Elsewhere Classified",#FF9BCD,5199.0,192.0,0.00026996511544523854,0.03,"Nondurable Goods, Not Elsewhere Classified (0.03%)"
217,2394.0,Manufacturing,Canvas and Related Products,#0072FF,2394.0,190.0,0.0002671529788260173,0.03,Canvas and Related Products (0.03%)
587,4215.0,"Transportation, Communications, Electric, Gas, And Sanitary Services","Courier Services, Except by Air",#C3FF00,4215.0,189.0,0.0002657469105164067,0.03,"Courier Services, Except by Air (0.03%)"
845,7291.0,Services,Tax Return Preparation Services,#FF0069,7291.0,186.0,0.0002615287055875749,0.03,Tax Return Preparation Services (0.03%)
719,5421.0,Retail and wholesale trade,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners",#FF9BCD,5421.0,186.0,0.0002615287055875749,0.03,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (0.03%)"
804,6371.0,"Finance, Insurance, And Real Estate","Pension, Health, and Welfare Funds",#FFFF00,6371.0,185.0,0.00026012263727796423,0.03,"Pension, Health, and Welfare Funds (0.03%)"
521,3711.0,Manufacturing,Motor Vehicles and Passenger Car Bodies,#0072FF,3711.0,182.0,0.0002559044323491324,0.03,Motor Vehicles and Passenger Car Bodies (0.03%)
647,5031.0,Retail and wholesale trade,"Lumber, Plywood, Millwork, and Wood Panels",#FF9BCD,5031.0,179.0,0.0002516862274203005,0.03,"Lumber, Plywood, Millwork, and Wood Panels (0.03%)"
200,2337.0,Manufacturing,"Women's, Misses', and Juniors' Suits, Skirts, and Coats",#0072FF,2337.0,174.0,0.00024465588587224745,0.02,"Women's, Misses', and Juniors' Suits, Skirts, and Coats (0.02%)"
735,5632.0,Retail and wholesale trade,Women's Accessory and Specialty Stores,#FF9BCD,5632.0,172.0,0.0002418437492530262,0.02,Women's Accessory and Specialty Stores (0.02%)
293,2835.0,Manufacturing,In Vitro and In Vivo Diagnostic Substances,#0072FF,2835.0,172.0,0.0002418437492530262,0.02,In Vitro and In Vivo Diagnostic Substances (0.02%)
881,7515.0,Services,Passenger Car Leasing,#FF0069,7515.0,170.0,0.00023903161263380497,0.02,Passenger Car Leasing (0.02%)
676,5094.0,Retail and wholesale trade,"Jewelry, Watches, Precious Stones, and Precious Metals",#FF9BCD,5094.0,168.0,0.00023621947601458373,0.02,"Jewelry, Watches, Precious Stones, and Precious Metals (0.02%)"
857,7338.0,Services,Secretarial and Court Reporting Services,#FF0069,7338.0,166.0,0.00023340733939536252,0.02,Secretarial and Court Reporting Services (0.02%)
959,8651.0,Services,Political Organizations,#FF0069,8651.0,164.0,0.00023059520277614128,0.02,Political Organizations (0.02%)
523,3714.0,Manufacturing,Motor Vehicle Parts and Accessories,#0072FF,3714.0,160.0,0.0002249709295376988,0.02,Motor Vehicle Parts and Accessories (0.02%)
840,7221.0,Services,"Photographic Studios, Portrait",#FF0069,7221.0,159.0,0.00022356486122808818,0.02,"Photographic Studios, Portrait (0.02%)"
298,2844.0,Manufacturing,"Perfumes, Cosmetics, and Other Toilet Preparations",#0072FF,2844.0,158.0,0.00022215879291847756,0.02,"Perfumes, Cosmetics, and Other Toilet Preparations (0.02%)"
580,4141.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Local Bus Charter Service,#C3FF00,4141.0,157.0,0.00022075272460886694,0.02,Local Bus Charter Service (0.02%)
712,5251.0,Retail and wholesale trade,Hardware Stores,#FF9BCD,5251.0,156.0,0.00021934665629925632,0.02,Hardware Stores (0.02%)
628,4922.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Natural Gas Transmission,#C3FF00,4922.0,154.0,0.00021653451968003509,0.02,Natural Gas Transmission (0.02%)
727,5531.0,Retail and wholesale trade,Auto and Home Supply Stores,#FF9BCD,5531.0,153.0,0.00021512845137042447,0.02,Auto and Home Supply Stores (0.02%)
844,7261.0,Services,Funeral Service and Crematories,#FF0069,7261.0,151.0,0.00021231631475120326,0.02,Funeral Service and Crematories (0.02%)
434,3519.0,Manufacturing,"Internal Combustion Engines, Not Elsewhere Classified",#0072FF,3519.0,150.0,0.00021091024644159264,0.02,"Internal Combustion Engines, Not Elsewhere Classified (0.02%)"
936,8092.0,Services,Kidney Dialysis Centers,#FF0069,8092.0,147.0,0.00020669204151276078,0.02,Kidney Dialysis Centers (0.02%)
706,5193.0,Retail and wholesale trade,"Flowers, Nursery Stock, and Florists' Supplies",#FF9BCD,5193.0,146.0,0.00020528597320315016,0.02,"Flowers, Nursery Stock, and Florists' Supplies (0.02%)"
998,9631.0,Public Administration,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities",#CD7CA4,9631.0,145.0,0.00020387990489353954,0.02,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities (0.02%)"
816,6553.0,"Finance, Insurance, And Real Estate",Cemetery Subdividers and Developers,#FFFF00,6553.0,143.0,0.0002010677682743183,0.02,Cemetery Subdividers and Developers (0.02%)
753,5932.0,Retail and wholesale trade,Used Merchandise Stores,#FF9BCD,5932.0,143.0,0.0002010677682743183,0.02,Used Merchandise Stores (0.02%)
781,6061.0,"Finance, Insurance, And Real Estate","Credit Unions, Federally Chartered",#FFFF00,6061.0,142.0,0.00019966169996470768,0.02,"Credit Unions, Federally Chartered (0.02%)"
163,2099.0,Manufacturing,"Food Preparations, Not Elsewhere Classified",#0072FF,2099.0,141.0,0.00019825563165509706,0.02,"Food Preparations, Not Elsewhere Classified (0.02%)"
310,2895.0,Manufacturing,Carbon Black,#0072FF,2895.0,140.0,0.00019684956334548644,0.02,Carbon Black (0.02%)
711,5231.0,Retail and wholesale trade,"Paint, Glass, and Wallpaper Stores",#FF9BCD,5231.0,139.0,0.00019544349503587582,0.02,"Paint, Glass, and Wallpaper Stores (0.02%)"
253,2621.0,Manufacturing,Paper Mills,#0072FF,2621.0,138.0,0.0001940374267262652,0.02,Paper Mills (0.02%)
158,2092.0,Manufacturing,Prepared Fresh or Frozen Fish and Seafoods,#0072FF,2092.0,135.0,0.00018981922179743337,0.02,Prepared Fresh or Frozen Fish and Seafoods (0.02%)
579,4131.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Intercity and Rural Bus Transportation,#C3FF00,4131.0,132.0,0.00018560101686860151,0.02,Intercity and Rural Bus Transportation (0.02%)
892,7549.0,Services,"Automotive Services, Except Repair and Carwashes",#FF0069,7549.0,132.0,0.00018560101686860151,0.02,"Automotive Services, Except Repair and Carwashes (0.02%)"
634,4939.0,"Transportation, Communications, Electric, Gas, And Sanitary Services","Combination Utilities, Not Elsewhere Classified",#C3FF00,4939.0,131.0,0.0001841949485589909,0.02,"Combination Utilities, Not Elsewhere Classified (0.02%)"
113,1796.0,Construction,"Installation or Erection of Building Equipment, Not Elsewhere",#696969,1796.0,131.0,0.0001841949485589909,0.02,"Installation or Erection of Building Equipment, Not Elsewhere (0.02%)"
686,5141.0,Retail and wholesale trade,"Groceries, General Line",#FF9BCD,5141.0,131.0,0.0001841949485589909,0.02,"Groceries, General Line (0.02%)"
662,5065.0,Retail and wholesale trade,"Electronic Parts and Equipment, Not Elsewhere Classified",#FF9BCD,5065.0,131.0,0.0001841949485589909,0.02,"Electronic Parts and Equipment, Not Elsewhere Classified (0.02%)"
923,8041.0,Services,Offices and Clinics of Chiropractors,#FF0069,8041.0,130.0,0.00018278888024938028,0.02,Offices and Clinics of Chiropractors (0.02%)
809,6514.0,"Finance, Insurance, And Real Estate",Operators of Dwellings Other Than Apartment Buildings,#FFFF00,6514.0,124.0,0.00017435247039171656,0.02,Operators of Dwellings Other Than Apartment Buildings (0.02%)
850,7319.0,Services,"Advertising, Not Elsewhere Classified",#FF0069,7319.0,121.0,0.00017013426546288473,0.02,"Advertising, Not Elsewhere Classified (0.02%)"
273,2741.0,Manufacturing,Miscellaneous Publishing,#0072FF,2741.0,119.0,0.0001673221288436635,0.02,Miscellaneous Publishing (0.02%)
891,7542.0,Services,Carwashes,#FF0069,7542.0,118.0,0.00016591606053405287,0.02,Carwashes (0.02%)
99,1721.0,Construction,Painting and Paper Hanging,#696969,1721.0,117.0,0.00016450999222444225,0.02,Painting and Paper Hanging (0.02%)
548,3841.0,Manufacturing,Surgical and Medical Instruments and Apparatus,#0072FF,3841.0,117.0,0.00016450999222444225,0.02,Surgical and Medical Instruments and Apparatus (0.02%)
539,3812.0,Manufacturing,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical Systems and Instruments",#0072FF,3812.0,115.0,0.000161697855605221,0.02,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical Systems and Instruments (0.02%)"
848,7312.0,Services,Outdoor Advertising Services,#FF0069,7312.0,114.0,0.0001602917872956104,0.02,Outdoor Advertising Services (0.02%)
442,3536.0,Manufacturing,"Overhead Traveling Cranes, Hoists, and Monorail Systems",#0072FF,3536.0,112.0,0.00015747965067638915,0.02,"Overhead Traveling Cranes, Hoists, and Monorail Systems (0.02%)"
964,8713.0,Services,Surveying Services,#FF0069,8713.0,112.0,0.00015747965067638915,0.02,Surveying Services (0.02%)
585,4213.0,"Transportation, Communications, Electric, Gas, And Sanitary Services","Trucking, Except Local",#C3FF00,4213.0,111.0,0.00015607358236677853,0.02,"Trucking, Except Local (0.02%)"
550,3843.0,Manufacturing,Dental Equipment and Supplies,#0072FF,3843.0,110.0,0.00015466751405716791,0.02,Dental Equipment and Supplies (0.02%)
671,5087.0,Retail and wholesale trade,Service Establishment Equipment and Supplies,#FF9BCD,5087.0,109.0,0.0001532614457475573,0.02,Service Establishment Equipment and Supplies (0.02%)
510,3674.0,Manufacturing,Semiconductors and Related Devices,#0072FF,3674.0,108.0,0.0001518553774379467,0.02,Semiconductors and Related Devices (0.02%)
652,5044.0,Retail and wholesale trade,Office Equipment,#FF9BCD,5044.0,107.0,0.00015044930912833608,0.02,Office Equipment (0.02%)
106,1761.0,Construction,"Roofing, Siding, and Sheet Metal Work",#696969,1761.0,106.0,0.00014904324081872546,0.01,"Roofing, Siding, and Sheet Metal Work (0.01%)"
547,3829.0,Manufacturing,"Measuring and Controlling Devices, Not Elsewhere Classified",#0072FF,3829.0,105.0,0.00014763717250911485,0.01,"Measuring and Controlling Devices, Not Elsewhere Classified (0.01%)"
400,3429.0,Manufacturing,"Hardware, Not Elsewhere Classified",#0072FF,3429.0,104.0,0.00014623110419950423,0.01,"Hardware, Not Elsewhere Classified (0.01%)"
905,7832.0,Services,"Motion Picture Theaters, Except Drive-In",#FF0069,7832.0,103.0,0.0001448250358898936,0.01,"Motion Picture Theaters, Except Drive-In (0.01%)"
404,3441.0,Manufacturing,Fabricated Structural Metal,#0072FF,3441.0,102.0,0.000143418967580283,0.01,Fabricated Structural Metal (0.01%)
828,7021.0,Services,Rooming and Boarding Houses,#FF0069,7021.0,97.0,0.0001363886260322299,0.01,Rooming and Boarding Houses (0.01%)
136,2051.0,Manufacturing,"Bread and Other Bakery Products, Except Cookies and Crackers",#0072FF,2051.0,95.0,0.00013357648941300865,0.01,"Bread and Other Bakery Products, Except Cookies and Crackers (0.01%)"
552,3845.0,Manufacturing,Electromedical and Electrotherapeutic Apparatus,#0072FF,3845.0,95.0,0.00013357648941300865,0.01,Electromedical and Electrotherapeutic Apparatus (0.01%)
247,2531.0,Manufacturing,Public Building and Related Furniture,#0072FF,2531.0,94.0,0.00013217042110339803,0.01,Public Building and Related Furniture (0.01%)
945,8244.0,Services,Business and Secretarial Schools,#FF0069,8244.0,94.0,0.00013217042110339803,0.01,Business and Secretarial Schools (0.01%)
42,742.0,"Agriculture, Forestry, Fishing, Mining",Veterinary Services for Animal Specialties,#698705,742.0,94.0,0.00013217042110339803,0.01,Veterinary Services for Animal Specialties (0.01%)
670,5085.0,Retail and wholesale trade,Industrial Supplies,#FF9BCD,5085.0,94.0,0.00013217042110339803,0.01,Industrial Supplies (0.01%)
618,4785.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Fixed Facilities and Inspection and Weighing Services for Motor Vehicle Transportation,#C3FF00,4785.0,90.0,0.00012654614786495558,0.01,Fixed Facilities and Inspection and Weighing Services for Motor Vehicle Transportation (0.01%)
91,1531.0,Construction,Operative Builders,#696969,1531.0,90.0,0.00012654614786495558,0.01,Operative Builders (0.01%)
834,7213.0,Services,Linen Supply,#FF0069,7213.0,90.0,0.00012654614786495558,0.01,Linen Supply (0.01%)
549,3842.0,Manufacturing,"Orthopedic, Prosthetic, and Surgical Appliances and Supplies",#0072FF,3842.0,89.0,0.00012514007955534496,0.01,"Orthopedic, Prosthetic, and Surgical Appliances and Supplies (0.01%)"
747,5735.0,Retail and wholesale trade,Record and Prerecorded Tape Stores,#FF9BCD,5735.0,88.0,0.00012373401124573434,0.01,Record and Prerecorded Tape Stores (0.01%)
642,5013.0,Retail and wholesale trade,Motor Vehicle Supplies and New Parts,#FF9BCD,5013.0,88.0,0.00012373401124573434,0.01,Motor Vehicle Supplies and New Parts (0.01%)
689,5144.0,Retail and wholesale trade,Poultry and Poultry Products,#FF9BCD,5144.0,87.0,0.00012232794293612372,0.01,Poultry and Poultry Products (0.01%)
556,3911.0,Manufacturing,"Jewelry, Precious Metal",#0072FF,3911.0,87.0,0.00012232794293612372,0.01,"Jewelry, Precious Metal (0.01%)"
602,4492.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Towing and Tugboat Services,#C3FF00,4492.0,85.0,0.00011951580631690248,0.01,Towing and Tugboat Services (0.01%)
969,8734.0,Services,Testing Laboratories,#FF0069,8734.0,85.0,0.00011951580631690248,0.01,Testing Laboratories (0.01%)
102,1742.0,Construction,"Plastering, Drywall, Acoustical, and Insulation Work",#696969,1742.0,84.0,0.00011810973800729187,0.01,"Plastering, Drywall, Acoustical, and Insulation Work (0.01%)"
748,5736.0,Retail and wholesale trade,Musical Instrument Stores,#FF9BCD,5736.0,84.0,0.00011810973800729187,0.01,Musical Instrument Stores (0.01%)
115,2011.0,Manufacturing,Meat Packing Plants,#0072FF,2011.0,84.0,0.00011810973800729187,0.01,Meat Packing Plants (0.01%)
581,4142.0,"Transportation, Communications, Electric, Gas, And Sanitary Services","Bus Charter Service, Except Local",#C3FF00,4142.0,83.0,0.00011670366969768126,0.01,"Bus Charter Service, Except Local (0.01%)"
646,5023.0,Retail and wholesale trade,Home furnishings,#FF9BCD,5023.0,83.0,0.00011670366969768126,0.01,Home furnishings (0.01%)
589,4222.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Refrigerated Warehousing and Storage,#C3FF00,4222.0,83.0,0.00011670366969768126,0.01,Refrigerated Warehousing and Storage (0.01%)
669,5084.0,Retail and wholesale trade,Industrial Machinery and Equipment,#FF9BCD,5084.0,82.0,0.00011529760138807064,0.01,Industrial Machinery and Equipment (0.01%)
890,7539.0,Services,"Automotive Repair Shops, Not Elsewhere Classified",#FF0069,7539.0,82.0,0.00011529760138807064,0.01,"Automotive Repair Shops, Not Elsewhere Classified (0.01%)"
586,4214.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Local Trucking With Storage,#C3FF00,4214.0,82.0,0.00011529760138807064,0.01,Local Trucking With Storage (0.01%)
761,5948.0,Retail and wholesale trade,Luggage and Leather Goods Stores,#FF9BCD,5948.0,81.0,0.00011389153307846002,0.01,Luggage and Leather Goods Stores (0.01%)
766,5983.0,Retail and wholesale trade,Fuel Oil Dealers,#FF9BCD,5983.0,80.0,0.0001124854647688494,0.01,Fuel Oil Dealers (0.01%)
655,5047.0,Retail and wholesale trade,"Medical, Dental, and Hospital Equipment and Supplies",#FF9BCD,5047.0,80.0,0.0001124854647688494,0.01,"Medical, Dental, and Hospital Equipment and Supplies (0.01%)"
542,3823.0,Manufacturing,"Industrial Instruments for Measurement, Display, and Control of Process Variables; and Related Products",#0072FF,3823.0,78.0,0.00010967332814962816,0.01,"Industrial Instruments for Measurement, Display, and Control of Process Variables; and Related Products (0.01%)"
835,7215.0,Services,Coin-Operated Laundries and Drycleaning,#FF0069,7215.0,77.0,0.00010826725984001754,0.01,Coin-Operated Laundries and Drycleaning (0.01%)
571,3995.0,Manufacturing,Burial Caskets,#0072FF,3995.0,77.0,0.00010826725984001754,0.01,Burial Caskets (0.01%)
716,5331.0,Retail and wholesale trade,Variety Stores,#FF9BCD,5331.0,76.0,0.00010686119153040692,0.01,Variety Stores (0.01%)
302,2869.0,Manufacturing,"Industrial Organic Chemicals, Not Elsewhere Classified",#0072FF,2869.0,76.0,0.00010686119153040692,0.01,"Industrial Organic Chemicals, Not Elsewhere Classified (0.01%)"
896,7631.0,Services,"Watch, Clock, and Jewelry Repair",#FF0069,7631.0,76.0,0.00010686119153040692,0.01,"Watch, Clock, and Jewelry Repair (0.01%)"
483,3599.0,Manufacturing,"Industrial and Commercial Machinery and Equipment, Not Elsewhere Classified",#0072FF,3599.0,74.0,0.0001040490549111857,0.01,"Industrial and Commercial Machinery and Equipment, Not Elsewhere Classified (0.01%)"
858,7342.0,Services,Disinfecting and Pest Control Services,#FF0069,7342.0,73.0,0.00010264298660157508,0.01,Disinfecting and Pest Control Services (0.01%)
741,5713.0,Retail and wholesale trade,Floor Covering Stores,#FF9BCD,5713.0,71.0,9.983084998235384e-05,0.01,Floor Covering Stores (0.01%)
110,1793.0,Construction,Glass and Glazing Work,#696969,1793.0,70.0,9.842478167274322e-05,0.01,Glass and Glazing Work (0.01%)
471,3577.0,Manufacturing,"Computer Peripheral Equipment, Not Elsewhere Classified",#0072FF,3577.0,70.0,9.842478167274322e-05,0.01,"Computer Peripheral Equipment, Not Elsewhere Classified (0.01%)"
95,1622.0,Construction,"Bridge, Tunnel, and Elevated Highway Construction",#696969,1622.0,70.0,9.842478167274322e-05,0.01,"Bridge, Tunnel, and Elevated Highway Construction (0.01%)"
44,752.0,"Agriculture, Forestry, Fishing, Mining","Animal Specialty Services, Except Veterinary",#698705,752.0,70.0,9.842478167274322e-05,0.01,"Animal Specialty Services, Except Veterinary (0.01%)"
476,3585.0,Manufacturing,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment,#0072FF,3585.0,70.0,9.842478167274322e-05,0.01,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment (0.01%)
562,3949.0,Manufacturing,"Sporting and Athletic Goods, Not Elsewhere Classified",#0072FF,3949.0,69.0,9.70187133631326e-05,0.01,"Sporting and Athletic Goods, Not Elsewhere Classified (0.01%)"
101,1741.0,Construction,"Masonry, Stone Setting, and Other Stone Work",#696969,1741.0,69.0,9.70187133631326e-05,0.01,"Masonry, Stone Setting, and Other Stone Work (0.01%)"
636,4952.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Sewerage Systems,#C3FF00,4952.0,68.0,9.5612645053522e-05,0.01,Sewerage Systems (0.01%)
722,5451.0,Retail and wholesale trade,Dairy Products Stores,#FF9BCD,5451.0,68.0,9.5612645053522e-05,0.01,Dairy Products Stores (0.01%)
833,7212.0,Services,"Garment Pressing, and Agents for Laundries and Drycleaners",#FF0069,7212.0,67.0,9.420657674391138e-05,0.01,"Garment Pressing, and Agents for Laundries and Drycleaners (0.01%)"
541,3822.0,Manufacturing,Automatic Controls for Regulating Residential and Commercial Environments and Appliances,#0072FF,3822.0,67.0,9.420657674391138e-05,0.01,Automatic Controls for Regulating Residential and Commercial Environments and Appliances (0.01%)
648,5032.0,Retail and wholesale trade,"Brick, Stone, and Related Construction Materials",#FF9BCD,5032.0,66.0,9.280050843430076e-05,0.01,"Brick, Stone, and Related Construction Materials (0.01%)"
135,2048.0,Manufacturing,"Prepared Feed and Feed Ingredients for Animals and Fowls, Except Dogs and Cats",#0072FF,2048.0,65.0,9.139444012469014e-05,0.01,"Prepared Feed and Feed Ingredients for Animals and Fowls, Except Dogs and Cats (0.01%)"
925,8043.0,Services,Offices and Clinics of Podiatrists,#FF0069,8043.0,64.0,8.998837181507952e-05,0.01,Offices and Clinics of Podiatrists (0.01%)
758,5945.0,Retail and wholesale trade,"Hobby, Toy, and Game Shops",#FF9BCD,5945.0,63.0,8.85823035054689e-05,0.01,"Hobby, Toy, and Game Shops (0.01%)"
699,5169.0,Retail and wholesale trade,"Chemicals and Allied Products, Not Elsewhere Classified",#FF9BCD,5169.0,63.0,8.85823035054689e-05,0.01,"Chemicals and Allied Products, Not Elsewhere Classified (0.01%)"
705,5192.0,Retail and wholesale trade,"Books, Periodicals, and Newspapers",#FF9BCD,5192.0,61.0,8.577016688624767e-05,0.01,"Books, Periodicals, and Newspapers (0.01%)"
736,5641.0,Retail and wholesale trade,Children's and Infants' Wear Stores,#FF9BCD,5641.0,61.0,8.577016688624767e-05,0.01,Children's and Infants' Wear Stores (0.01%)
407,3444.0,Manufacturing,Sheet Metal Work,#0072FF,3444.0,61.0,8.577016688624767e-05,0.01,Sheet Metal Work (0.01%)
559,3931.0,Manufacturing,Musical Instruments,#0072FF,3931.0,60.0,8.436409857663705e-05,0.01,Musical Instruments (0.01%)
902,7819.0,Services,Services Allied to Motion Picture Production,#FF0069,7819.0,60.0,8.436409857663705e-05,0.01,Services Allied to Motion Picture Production (0.01%)
720,5431.0,Retail and wholesale trade,Fruit and Vegetable Markets,#FF9BCD,5431.0,59.0,8.295803026702643e-05,0.01,Fruit and Vegetable Markets (0.01%)
805,6399.0,"Finance, Insurance, And Real Estate","Insurance Carriers, Not Elsewhere Classified",#FFFF00,6399.0,59.0,8.295803026702643e-05,0.01,"Insurance Carriers, Not Elsewhere Classified (0.01%)"
419,3479.0,Manufacturing,"Coating, Engraving, and Allied Services, Not Elsewhere Classified",#0072FF,3479.0,59.0,8.295803026702643e-05,0.01,"Coating, Engraving, and Allied Services, Not Elsewhere Classified (0.01%)"
701,5172.0,Retail and wholesale trade,"Petroleum and Petroleum Products Wholesalers, Except Bulk Stations and Terminals",#FF9BCD,5172.0,59.0,8.295803026702643e-05,0.01,"Petroleum and Petroleum Products Wholesalers, Except Bulk Stations and Terminals (0.01%)"
667,5082.0,Retail and wholesale trade,Construction and Mining (Except Petroleum) Machinery and Equipment,#FF9BCD,5082.0,58.0,8.155196195741582e-05,0.01,Construction and Mining (Except Petroleum) Machinery and Equipment (0.01%)
554,3861.0,Manufacturing,Photographic Equipment and Supplies,#0072FF,3861.0,58.0,8.155196195741582e-05,0.01,Photographic Equipment and Supplies (0.01%)
570,3993.0,Manufacturing,Signs and Advertising Specialties,#0072FF,3993.0,58.0,8.155196195741582e-05,0.01,Signs and Advertising Specialties (0.01%)
473,3579.0,Manufacturing,"Office Machines, Not Elsewhere Classified",#0072FF,3579.0,57.0,8.01458936478052e-05,0.01,"Office Machines, Not Elsewhere Classified (0.01%)"
97,1629.0,Construction,"Heavy Construction, Not Elsewhere Classified",#696969,1629.0,57.0,8.01458936478052e-05,0.01,"Heavy Construction, Not Elsewhere Classified (0.01%)"
142,2064.0,Manufacturing,Candy and Other Confectionery Products,#0072FF,2064.0,57.0,8.01458936478052e-05,0.01,Candy and Other Confectionery Products (0.01%)
19,191.0,"Agriculture, Forestry, Fishing, Mining","General Farms, Primarily Crop",#698705,191.0,57.0,8.01458936478052e-05,0.01,"General Farms, Primarily Crop (0.01%)"
756,5943.0,Retail and wholesale trade,Stationery Stores,#FF9BCD,5943.0,57.0,8.01458936478052e-05,0.01,Stationery Stores (0.01%)
855,7335.0,Services,Commercial Photography,#FF0069,7335.0,56.0,7.873982533819458e-05,0.01,Commercial Photography (0.01%)
335,3143.0,Manufacturing,"Men's Footwear, Except Athletic",#0072FF,3143.0,54.0,7.592768871897335e-05,0.01,"Men's Footwear, Except Athletic (0.01%)"
