,SIC,descr_2dig,descr_4dig,color,US 1987 SIC 1,EMPLOYEES HERE,pct,pct2,Label
685,5139.0,Retail and wholesale trade,Footwear,#FF9BCD,5139.0,74.0,5.65701228718358e-05,0.01,Footwear (0.01%)
858,7342.0,Services,Disinfecting and Pest Control Services,#FF0069,7342.0,74.0,5.65701228718358e-05,0.01,Disinfecting and Pest Control Services (0.01%)
541,3822.0,Manufacturing,Automatic Controls for Regulating Residential and Commercial Environments and Appliances,#0072FF,3822.0,73.0,5.5805661751946126e-05,0.01,Automatic Controls for Regulating Residential and Commercial Environments and Appliances (0.01%)
748,5736.0,Retail and wholesale trade,Musical Instrument Stores,#FF9BCD,5736.0,73.0,5.5805661751946126e-05,0.01,Musical Instrument Stores (0.01%)
546,3827.0,Manufacturing,Optical Instruments and Lenses,#0072FF,3827.0,72.0,5.504120063205646e-05,0.01,Optical Instruments and Lenses (0.01%)
101,1741.0,Construction,"Masonry, Stone Setting, and Other Stone Work",#696969,1741.0,71.0,5.427673951216678e-05,0.01,"Masonry, Stone Setting, and Other Stone Work (0.01%)"
110,1793.0,Construction,Glass and Glazing Work,#696969,1793.0,70.0,5.3512278392277105e-05,0.01,Glass and Glazing Work (0.01%)
476,3585.0,Manufacturing,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment,#0072FF,3585.0,70.0,5.3512278392277105e-05,0.01,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment (0.01%)
922,8031.0,Services,Offices and Clinics of Doctors of Osteopathy,#FF0069,8031.0,70.0,5.3512278392277105e-05,0.01,Offices and Clinics of Doctors of Osteopathy (0.01%)
905,7832.0,Services,"Motion Picture Theaters, Except Drive-In",#FF0069,7832.0,68.0,5.198335615249776e-05,0.01,"Motion Picture Theaters, Except Drive-In (0.01%)"
824,6794.0,"Finance, Insurance, And Real Estate",Patent Owners and Lessors,#FFFF00,6794.0,68.0,5.198335615249776e-05,0.01,Patent Owners and Lessors (0.01%)
652,5044.0,Retail and wholesale trade,Office Equipment,#FF9BCD,5044.0,65.0,4.9689972792828744e-05,0.0,Office Equipment (0.0%)
852,7323.0,Services,Credit Reporting Services,#FF0069,7323.0,65.0,4.9689972792828744e-05,0.0,Credit Reporting Services (0.0%)
727,5531.0,Retail and wholesale trade,Auto and Home Supply Stores,#FF9BCD,5531.0,64.0,4.892551167293907e-05,0.0,Auto and Home Supply Stores (0.0%)
743,5719.0,Retail and wholesale trade,Miscellaneous home furnishings Stores,#FF9BCD,5719.0,64.0,4.892551167293907e-05,0.0,Miscellaneous home furnishings Stores (0.0%)
495,3639.0,Manufacturing,"Household Appliances, Not Elsewhere Classified",#0072FF,3639.0,62.0,4.739658943315972e-05,0.0,"Household Appliances, Not Elsewhere Classified (0.0%)"
833,7212.0,Services,"Garment Pressing, and Agents for Laundries and Drycleaners",#FF0069,7212.0,61.0,4.6632128313270054e-05,0.0,"Garment Pressing, and Agents for Laundries and Drycleaners (0.0%)"
848,7312.0,Services,Outdoor Advertising Services,#FF0069,7312.0,60.0,4.586766719338038e-05,0.0,Outdoor Advertising Services (0.0%)
321,3061.0,Manufacturing,"Molded, Extruded, and Lathe-Cut Mechanical Rubber Goods",#0072FF,3061.0,60.0,4.586766719338038e-05,0.0,"Molded, Extruded, and Lathe-Cut Mechanical Rubber Goods (0.0%)"
559,3931.0,Manufacturing,Musical Instruments,#0072FF,3931.0,60.0,4.586766719338038e-05,0.0,Musical Instruments (0.0%)
1003,9721.0,Public Administration,International Affairs,#CD7CA4,9721.0,59.0,4.510320607349071e-05,0.0,International Affairs (0.0%)
409,3448.0,Manufacturing,Prefabricated Metal Buildings and Components,#0072FF,3448.0,59.0,4.510320607349071e-05,0.0,Prefabricated Metal Buildings and Components (0.0%)
871,7377.0,Services,Computer Rental and Leasing,#FF0069,7377.0,58.0,4.433874495360103e-05,0.0,Computer Rental and Leasing (0.0%)
407,3444.0,Manufacturing,Sheet Metal Work,#0072FF,3444.0,58.0,4.433874495360103e-05,0.0,Sheet Metal Work (0.0%)
554,3861.0,Manufacturing,Photographic Equipment and Supplies,#0072FF,3861.0,58.0,4.433874495360103e-05,0.0,Photographic Equipment and Supplies (0.0%)
580,4141.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Local Bus Charter Service,#C3FF00,4141.0,57.0,4.357428383371136e-05,0.0,Local Bus Charter Service (0.0%)
597,4449.0,"Transportation, Communications, Electric, Gas, And Sanitary Services","Water Transportation of Freight, Not Elsewhere Classified",#C3FF00,4449.0,57.0,4.357428383371136e-05,0.0,"Water Transportation of Freight, Not Elsewhere Classified (0.0%)"
589,4222.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Refrigerated Warehousing and Storage,#C3FF00,4222.0,57.0,4.357428383371136e-05,0.0,Refrigerated Warehousing and Storage (0.0%)
19,191.0,"Agriculture, Forestry, Fishing, Mining","General Farms, Primarily Crop",#698705,191.0,57.0,4.357428383371136e-05,0.0,"General Farms, Primarily Crop (0.0%)"
162,2098.0,Manufacturing,"Macaroni, Spaghetti, Vermicelli, and Noodles",#0072FF,2098.0,53.0,4.0516439354152665e-05,0.0,"Macaroni, Spaghetti, Vermicelli, and Noodles (0.0%)"
855,7335.0,Services,Commercial Photography,#FF0069,7335.0,52.0,3.9751978234262996e-05,0.0,Commercial Photography (0.0%)
142,2064.0,Manufacturing,Candy and Other Confectionery Products,#0072FF,2064.0,51.0,3.898751711437332e-05,0.0,Candy and Other Confectionery Products (0.0%)
72,1321.0,"Agriculture, Forestry, Fishing, Mining",Natural Gas Liquids,#698705,1321.0,51.0,3.898751711437332e-05,0.0,Natural Gas Liquids (0.0%)
201,2339.0,Manufacturing,"Women's, Misses', and Juniors' Outerwear, Not Elsewhere Classified",#0072FF,2339.0,51.0,3.898751711437332e-05,0.0,"Women's, Misses', and Juniors' Outerwear, Not Elsewhere Classified (0.0%)"
105,1752.0,Construction,"Floor Laying and Other Floor Work, Not Elsewhere Classified",#696969,1752.0,51.0,3.898751711437332e-05,0.0,"Floor Laying and Other Floor Work, Not Elsewhere Classified (0.0%)"
831,7041.0,Services,"Organization Hotels and Lodging Houses, on Membership Basis",#FF0069,7041.0,51.0,3.898751711437332e-05,0.0,"Organization Hotels and Lodging Houses, on Membership Basis (0.0%)"
132,2045.0,Manufacturing,Prepared Flour Mixes and Doughs,#0072FF,2045.0,50.0,3.822305599448365e-05,0.0,Prepared Flour Mixes and Doughs (0.0%)
435,3523.0,Manufacturing,Farm Machinery and Equipment,#0072FF,3523.0,50.0,3.822305599448365e-05,0.0,Farm Machinery and Equipment (0.0%)
553,3851.0,Manufacturing,Ophthalmic Goods,#0072FF,3851.0,49.0,3.7458594874593974e-05,0.0,Ophthalmic Goods (0.0%)
182,2273.0,Manufacturing,Carpets and Rugs,#0072FF,2273.0,49.0,3.7458594874593974e-05,0.0,Carpets and Rugs (0.0%)
979,9131.0,Public Administration,Executive and Legislative Offices Combined,#CD7CA4,9131.0,49.0,3.7458594874593974e-05,0.0,Executive and Legislative Offices Combined (0.0%)
893,7622.0,Services,Radio and Television Repair Shops,#FF0069,7622.0,48.0,3.6694133754704305e-05,0.0,Radio and Television Repair Shops (0.0%)
839,7219.0,Services,"Laundry and Garment Services, Not Elsewhere Classified",#FF0069,7219.0,47.0,3.592967263481463e-05,0.0,"Laundry and Garment Services, Not Elsewhere Classified (0.0%)"
770,5993.0,Retail and wholesale trade,Tobacco Stores and Stands,#FF9BCD,5993.0,47.0,3.592967263481463e-05,0.0,Tobacco Stores and Stands (0.0%)
522,3713.0,Manufacturing,Truck and Bus Bodies,#0072FF,3713.0,47.0,3.592967263481463e-05,0.0,Truck and Bus Bodies (0.0%)
18,182.0,"Agriculture, Forestry, Fishing, Mining",Food Crops Grown Under Cover,#698705,182.0,46.0,3.516521151492496e-05,0.0,Food Crops Grown Under Cover (0.0%)
690,5145.0,Retail and wholesale trade,Confectionery,#FF9BCD,5145.0,46.0,3.516521151492496e-05,0.0,Confectionery (0.0%)
494,3635.0,Manufacturing,Household Vacuum Cleaners,#0072FF,3635.0,45.0,3.440075039503528e-05,0.0,Household Vacuum Cleaners (0.0%)
991,9451.0,Public Administration,"Administration of Veterans' Affairs, Except Health and Insurance",#CD7CA4,9451.0,44.0,3.3636289275145614e-05,0.0,"Administration of Veterans' Affairs, Except Health and Insurance (0.0%)"
832,7211.0,Services,"Power Laundries, Family and Commercial",#FF0069,7211.0,43.0,3.287182815525594e-05,0.0,"Power Laundries, Family and Commercial (0.0%)"
703,5182.0,Retail and wholesale trade,Wine and Distilled Alcoholic Beverages,#FF9BCD,5182.0,43.0,3.287182815525594e-05,0.0,Wine and Distilled Alcoholic Beverages (0.0%)
641,5012.0,Retail and wholesale trade,Automobiles and Other Motor Vehicles,#FF9BCD,5012.0,42.0,3.210736703536626e-05,0.0,Automobiles and Other Motor Vehicles (0.0%)
603,4493.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Marinas,#C3FF00,4493.0,42.0,3.210736703536626e-05,0.0,Marinas (0.0%)
638,4959.0,"Transportation, Communications, Electric, Gas, And Sanitary Services","Sanitary Services, Not Elsewhere Classified",#C3FF00,4959.0,42.0,3.210736703536626e-05,0.0,"Sanitary Services, Not Elsewhere Classified (0.0%)"
904,7829.0,Services,Services Allied to Motion Picture Distribution,#FF0069,7829.0,41.0,3.134290591547659e-05,0.0,Services Allied to Motion Picture Distribution (0.0%)
882,7519.0,Services,Utility Trailer and Recreational Vehicle Rental,#FF0069,7519.0,41.0,3.134290591547659e-05,0.0,Utility Trailer and Recreational Vehicle Rental (0.0%)
117,2015.0,Manufacturing,Poultry Slaughtering and Processing,#0072FF,2015.0,40.0,3.0578444795586916e-05,0.0,Poultry Slaughtering and Processing (0.0%)
843,7251.0,Services,Shoe Repair Shops and Shoeshine Parlors,#FF0069,7251.0,40.0,3.0578444795586916e-05,0.0,Shoe Repair Shops and Shoeshine Parlors (0.0%)
607,4522.0,"Transportation, Communications, Electric, Gas, And Sanitary Services","Air Transportation, Nonscheduled",#C3FF00,4522.0,37.0,2.82850614359179e-05,0.0,"Air Transportation, Nonscheduled (0.0%)"
17,181.0,"Agriculture, Forestry, Fishing, Mining",Ornamental Floriculture and Nursery Products,#698705,181.0,36.0,2.752060031602823e-05,0.0,Ornamental Floriculture and Nursery Products (0.0%)
682,5131.0,Retail and wholesale trade,"Piece Goods, Notions, and Other Dry Good",#FF9BCD,5131.0,36.0,2.752060031602823e-05,0.0,"Piece Goods, Notions, and Other Dry Good (0.0%)"
253,2621.0,Manufacturing,Paper Mills,#0072FF,2621.0,35.0,2.6756139196138552e-05,0.0,Paper Mills (0.0%)
829,7032.0,Services,Sporting and Recreational Camps,#FF0069,7032.0,35.0,2.6756139196138552e-05,0.0,Sporting and Recreational Camps (0.0%)
493,3634.0,Manufacturing,Electric Housewares and Fans,#0072FF,3634.0,34.0,2.599167807624888e-05,0.0,Electric Housewares and Fans (0.0%)
674,5092.0,Retail and wholesale trade,Toys and Hobby Goods and Supplies,#FF9BCD,5092.0,34.0,2.599167807624888e-05,0.0,Toys and Hobby Goods and Supplies (0.0%)
120,2023.0,Manufacturing,"Dry, Condensed, and Evaporated Dairy Products",#0072FF,2023.0,33.0,2.5227216956359207e-05,0.0,"Dry, Condensed, and Evaporated Dairy Products (0.0%)"
222,2411.0,Manufacturing,Logging,#0072FF,2411.0,33.0,2.5227216956359207e-05,0.0,Logging (0.0%)
702,5181.0,Retail and wholesale trade,Beer and Ale,#FF9BCD,5181.0,32.0,2.4462755836469534e-05,0.0,Beer and Ale (0.0%)
797,6289.0,"Finance, Insurance, And Real Estate","Services Allied With the Exchange of Securities or Commodities, Not Elsewhere Classified",#FFFF00,6289.0,32.0,2.4462755836469534e-05,0.0,"Services Allied With the Exchange of Securities or Commodities, Not Elsewhere Classified (0.0%)"
756,5943.0,Retail and wholesale trade,Stationery Stores,#FF9BCD,5943.0,31.0,2.369829471657986e-05,0.0,Stationery Stores (0.0%)
886,7534.0,Services,Tire Retreading and Repair Shops,#FF0069,7534.0,30.0,2.293383359669019e-05,0.0,Tire Retreading and Repair Shops (0.0%)
246,2522.0,Manufacturing,"Office Furniture, Except Wood",#0072FF,2522.0,30.0,2.293383359669019e-05,0.0,"Office Furniture, Except Wood (0.0%)"
594,4412.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Deep Sea Foreign Transportation of Freight,#C3FF00,4412.0,29.0,2.2169372476800516e-05,0.0,Deep Sea Foreign Transportation of Freight (0.0%)
917,7996.0,Services,Amusement Parks,#FF0069,7996.0,29.0,2.2169372476800516e-05,0.0,Amusement Parks (0.0%)
729,5551.0,Retail and wholesale trade,Boat Dealers,#FF9BCD,5551.0,29.0,2.2169372476800516e-05,0.0,Boat Dealers (0.0%)
34,279.0,"Agriculture, Forestry, Fishing, Mining","Animal Specialties, Not Elsewhere Classified",#698705,279.0,29.0,2.2169372476800516e-05,0.0,"Animal Specialties, Not Elsewhere Classified (0.0%)"
605,4512.0,"Transportation, Communications, Electric, Gas, And Sanitary Services","Air Transportation, Scheduled",#C3FF00,4512.0,29.0,2.2169372476800516e-05,0.0,"Air Transportation, Scheduled (0.0%)"
665,5075.0,Retail and wholesale trade,Warm Air Heating and Air-Conditioning Equipment and Supplies,#FF9BCD,5075.0,28.0,2.1404911356910843e-05,0.0,Warm Air Heating and Air-Conditioning Equipment and Supplies (0.0%)
722,5451.0,Retail and wholesale trade,Dairy Products Stores,#FF9BCD,5451.0,28.0,2.1404911356910843e-05,0.0,Dairy Products Stores (0.0%)
680,5113.0,Retail and wholesale trade,Industrial and Personal Service Paper,#FF9BCD,5113.0,28.0,2.1404911356910843e-05,0.0,Industrial and Personal Service Paper (0.0%)
137,2052.0,Manufacturing,Cookies and Crackers,#0072FF,2052.0,27.0,2.064045023702117e-05,0.0,Cookies and Crackers (0.0%)
915,7992.0,Services,Public Golf Courses,#FF0069,7992.0,27.0,2.064045023702117e-05,0.0,Public Golf Courses (0.0%)
907,7841.0,Services,Video Tape Rental,#FF0069,7841.0,27.0,2.064045023702117e-05,0.0,Video Tape Rental (0.0%)
897,7641.0,Services,Reupholstery and Furniture Repair,#FF0069,7641.0,27.0,2.064045023702117e-05,0.0,Reupholstery and Furniture Repair (0.0%)
679,5112.0,Retail and wholesale trade,Stationery and Office Supplies,#FF9BCD,5112.0,25.0,1.9111527997241825e-05,0.0,Stationery and Office Supplies (0.0%)
726,5521.0,Retail and wholesale trade,Motor Vehicle Dealers (Used Only),#FF9BCD,5521.0,24.0,1.8347066877352152e-05,0.0,Motor Vehicle Dealers (Used Only) (0.0%)
107,1771.0,Construction,Concrete Work,#696969,1771.0,23.0,1.758260575746248e-05,0.0,Concrete Work (0.0%)
814,6541.0,"Finance, Insurance, And Real Estate",Title Abstract Offices,#FFFF00,6541.0,23.0,1.758260575746248e-05,0.0,Title Abstract Offices (0.0%)
414,3463.0,Manufacturing,Nonferrous Forgings,#0072FF,3463.0,23.0,1.758260575746248e-05,0.0,Nonferrous Forgings (0.0%)
639,4961.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Steam and Air-Conditioning Supply,#C3FF00,4961.0,22.0,1.6818144637572807e-05,0.0,Steam and Air-Conditioning Supply (0.0%)
838,7218.0,Services,Industrial Launderers,#FF0069,7218.0,22.0,1.6818144637572807e-05,0.0,Industrial Launderers (0.0%)
888,7537.0,Services,Automotive Transmission Repair Shops,#FF0069,7537.0,21.0,1.605368351768313e-05,0.0,Automotive Transmission Repair Shops (0.0%)
219,2396.0,Manufacturing,"Automotive Trimmings, Apparel Findings, and Related Products",#0072FF,2396.0,21.0,1.605368351768313e-05,0.0,"Automotive Trimmings, Apparel Findings, and Related Products (0.0%)"
877,7384.0,Services,Photofinishing Laboratories,#FF0069,7384.0,21.0,1.605368351768313e-05,0.0,Photofinishing Laboratories (0.0%)
50,811.0,"Agriculture, Forestry, Fishing, Mining",Timber Tracts,#698705,811.0,21.0,1.605368351768313e-05,0.0,Timber Tracts (0.0%)
341,3172.0,Manufacturing,"Personal Leather Goods, Except Women's Handbags and Purses",#0072FF,3172.0,21.0,1.605368351768313e-05,0.0,"Personal Leather Goods, Except Women's Handbags and Purses (0.0%)"
707,5194.0,Retail and wholesale trade,Tobacco and Tobacco Products,#FF9BCD,5194.0,21.0,1.605368351768313e-05,0.0,Tobacco and Tobacco Products (0.0%)
668,5083.0,Retail and wholesale trade,Farm and Garden Machinery and Equipment,#FF9BCD,5083.0,21.0,1.605368351768313e-05,0.0,Farm and Garden Machinery and Equipment (0.0%)
683,5136.0,Retail and wholesale trade,Men's and Boy's Clothing and Furnishings,#FF9BCD,5136.0,21.0,1.605368351768313e-05,0.0,Men's and Boy's Clothing and Furnishings (0.0%)
604,4499.0,"Transportation, Communications, Electric, Gas, And Sanitary Services","Water Transportation Services, Not Elsewhere Classified",#C3FF00,4499.0,20.0,1.5289222397793458e-05,0.0,"Water Transportation Services, Not Elsewhere Classified (0.0%)"
134,2047.0,Manufacturing,Dog and Cat Food,#0072FF,2047.0,20.0,1.5289222397793458e-05,0.0,Dog and Cat Food (0.0%)
466,3568.0,Manufacturing,"Mechanical Power Transmission Equipment, Not Elsewhere Classified",#0072FF,3568.0,20.0,1.5289222397793458e-05,0.0,"Mechanical Power Transmission Equipment, Not Elsewhere Classified (0.0%)"
771,5994.0,Retail and wholesale trade,News Dealers and Newsstands,#FF9BCD,5994.0,20.0,1.5289222397793458e-05,0.0,News Dealers and Newsstands (0.0%)
785,6091.0,"Finance, Insurance, And Real Estate","Non-deposit Trust Facilities,",#FFFF00,6091.0,20.0,1.5289222397793458e-05,0.0,"Non-deposit Trust Facilities, (0.0%)"
622,4822.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Telegraph and Other Message Communications,#C3FF00,4822.0,20.0,1.5289222397793458e-05,0.0,Telegraph and Other Message Communications (0.0%)
56,921.0,"Agriculture, Forestry, Fishing, Mining",Fish Hatcheries and Preserves,#698705,921.0,20.0,1.5289222397793458e-05,0.0,Fish Hatcheries and Preserves (0.0%)
625,4841.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Cable and Other Pay Television Services,#C3FF00,4841.0,20.0,1.5289222397793458e-05,0.0,Cable and Other Pay Television Services (0.0%)
651,5043.0,Retail and wholesale trade,Photographic Equipment and Supplies,#FF9BCD,5043.0,20.0,1.5289222397793458e-05,0.0,Photographic Equipment and Supplies (0.0%)
478,3589.0,Manufacturing,"Service Industry Machinery, Not Elsewhere Classified",#0072FF,3589.0,19.0,1.4524761277903787e-05,0.0,"Service Industry Machinery, Not Elsewhere Classified (0.0%)"
115,2011.0,Manufacturing,Meat Packing Plants,#0072FF,2011.0,19.0,1.4524761277903787e-05,0.0,Meat Packing Plants (0.0%)
463,3565.0,Manufacturing,Packaging Machinery,#0072FF,3565.0,19.0,1.4524761277903787e-05,0.0,Packaging Machinery (0.0%)
758,5945.0,Retail and wholesale trade,"Hobby, Toy, and Game Shops",#FF9BCD,5945.0,19.0,1.4524761277903787e-05,0.0,"Hobby, Toy, and Game Shops (0.0%)"
561,3944.0,Manufacturing,"Games, Toys, and Children's Vehicles, Except Dolls and Bicycles",#0072FF,3944.0,19.0,1.4524761277903787e-05,0.0,"Games, Toys, and Children's Vehicles, Except Dolls and Bicycles (0.0%)"
616,4741.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Rental of Railroad Cars,#C3FF00,4741.0,19.0,1.4524761277903787e-05,0.0,Rental of Railroad Cars (0.0%)
764,5962.0,Retail and wholesale trade,Automatic Merchandising Machine Operators,#FF9BCD,5962.0,18.0,1.3760300158014114e-05,0.0,Automatic Merchandising Machine Operators (0.0%)
121,2024.0,Manufacturing,Ice Cream and Frozen Desserts,#0072FF,2024.0,18.0,1.3760300158014114e-05,0.0,Ice Cream and Frozen Desserts (0.0%)
123,2032.0,Manufacturing,Canned Specialties,#0072FF,2032.0,18.0,1.3760300158014114e-05,0.0,Canned Specialties (0.0%)
595,4424.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Deep Sea Domestic Transportation of Freight,#C3FF00,4424.0,18.0,1.3760300158014114e-05,0.0,Deep Sea Domestic Transportation of Freight (0.0%)
49,783.0,"Agriculture, Forestry, Fishing, Mining",Ornamental Shrub and Tree Services,#698705,783.0,18.0,1.3760300158014114e-05,0.0,Ornamental Shrub and Tree Services (0.0%)
252,2611.0,Manufacturing,Pulp Mills,#0072FF,2611.0,18.0,1.3760300158014114e-05,0.0,Pulp Mills (0.0%)
630,4924.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Natural Gas Distribution,#C3FF00,4924.0,18.0,1.3760300158014114e-05,0.0,Natural Gas Distribution (0.0%)
408,3446.0,Manufacturing,Architectural and Ornamental Metal Work,#0072FF,3446.0,17.0,1.299583903812444e-05,0.0,Architectural and Ornamental Metal Work (0.0%)
634,4939.0,"Transportation, Communications, Electric, Gas, And Sanitary Services","Combination Utilities, Not Elsewhere Classified",#C3FF00,4939.0,17.0,1.299583903812444e-05,0.0,"Combination Utilities, Not Elsewhere Classified (0.0%)"
688,5143.0,Retail and wholesale trade,"Dairy Products, Except Dried or Canned",#FF9BCD,5143.0,17.0,1.299583903812444e-05,0.0,"Dairy Products, Except Dried or Canned (0.0%)"
628,4922.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Natural Gas Transmission,#C3FF00,4922.0,17.0,1.299583903812444e-05,0.0,Natural Gas Transmission (0.0%)
704,5191.0,Retail and wholesale trade,Farm Supplies,#FF9BCD,5191.0,17.0,1.299583903812444e-05,0.0,Farm Supplies (0.0%)
762,5949.0,Retail and wholesale trade,"Sewing, Needlework, and Piece Goods Stores",#FF9BCD,5949.0,17.0,1.299583903812444e-05,0.0,"Sewing, Needlework, and Piece Goods Stores (0.0%)"
721,5441.0,Retail and wholesale trade,"Candy, Nut, and Confectionery Stores",#FF9BCD,5441.0,17.0,1.299583903812444e-05,0.0,"Candy, Nut, and Confectionery Stores (0.0%)"
516,3691.0,Manufacturing,Storage Batteries,#0072FF,3691.0,17.0,1.299583903812444e-05,0.0,Storage Batteries (0.0%)
124,2033.0,Manufacturing,"Canned Fruits, Vegetables, Preserves, Jams, and Jellies",#0072FF,2033.0,17.0,1.299583903812444e-05,0.0,"Canned Fruits, Vegetables, Preserves, Jams, and Jellies (0.0%)"
767,5984.0,Retail and wholesale trade,Liquefied Petroleum Gas (Bottled Gas) Dealers,#FF9BCD,5984.0,16.0,1.2231377918234767e-05,0.0,Liquefied Petroleum Gas (Bottled Gas) Dealers (0.0%)
837,7217.0,Services,Carpet and Upholstery Cleaning,#FF0069,7217.0,16.0,1.2231377918234767e-05,0.0,Carpet and Upholstery Cleaning (0.0%)
399,3425.0,Manufacturing,Saw Blades and Handsaws,#0072FF,3425.0,15.0,1.1466916798345094e-05,0.0,Saw Blades and Handsaws (0.0%)
111,1794.0,Construction,Excavation Work,#696969,1794.0,15.0,1.1466916798345094e-05,0.0,Excavation Work (0.0%)
532,3751.0,Manufacturing,"Motorcycles, Bicycles, and Parts",#0072FF,3751.0,15.0,1.1466916798345094e-05,0.0,"Motorcycles, Bicycles, and Parts (0.0%)"
881,7515.0,Services,Passenger Car Leasing,#FF0069,7515.0,15.0,1.1466916798345094e-05,0.0,Passenger Car Leasing (0.0%)
564,3952.0,Manufacturing,"Lead Pencils, Crayons, and Artists' Materials",#0072FF,3952.0,15.0,1.1466916798345094e-05,0.0,"Lead Pencils, Crayons, and Artists' Materials (0.0%)"
643,5014.0,Retail and wholesale trade,Tires and Tubes,#FF9BCD,5014.0,15.0,1.1466916798345094e-05,0.0,Tires and Tubes (0.0%)
122,2026.0,Manufacturing,Fluid Milk,#0072FF,2026.0,14.0,1.0702455678455422e-05,0.0,Fluid Milk (0.0%)
887,7536.0,Services,Automotive Glass Replacement Shops,#FF0069,7536.0,14.0,1.0702455678455422e-05,0.0,Automotive Glass Replacement Shops (0.0%)
15,175.0,"Agriculture, Forestry, Fishing, Mining",Deciduous Tree Fruits,#698705,175.0,14.0,1.0702455678455422e-05,0.0,Deciduous Tree Fruits (0.0%)
830,7033.0,Services,Recreational Vehicle Parks and Campsites,#FF0069,7033.0,14.0,1.0702455678455422e-05,0.0,Recreational Vehicle Parks and Campsites (0.0%)
834,7213.0,Services,Linen Supply,#FF0069,7213.0,14.0,1.0702455678455422e-05,0.0,Linen Supply (0.0%)
810,6515.0,"Finance, Insurance, And Real Estate",Operators of Residential Mobile Home Sites,#FFFF00,6515.0,13.0,9.937994558565749e-06,0.0,Operators of Residential Mobile Home Sites (0.0%)
390,3365.0,Manufacturing,Aluminum Foundries,#0072FF,3365.0,13.0,9.937994558565749e-06,0.0,Aluminum Foundries (0.0%)
614,4729.0,"Transportation, Communications, Electric, Gas, And Sanitary Services","Arrangement of Passenger Transportation, Not Elsewhere Classified",#C3FF00,4729.0,13.0,9.937994558565749e-06,0.0,"Arrangement of Passenger Transportation, Not Elsewhere Classified (0.0%)"
227,2434.0,Manufacturing,Wood Kitchen Cabinets,#0072FF,2434.0,13.0,9.937994558565749e-06,0.0,Wood Kitchen Cabinets (0.0%)
934,8072.0,Services,Dental Laboratories,#FF0069,8072.0,13.0,9.937994558565749e-06,0.0,Dental Laboratories (0.0%)
197,2329.0,Manufacturing,"Men's and Boys' Clothing, Not Elsewhere Classified",#0072FF,2329.0,13.0,9.937994558565749e-06,0.0,"Men's and Boys' Clothing, Not Elsewhere Classified (0.0%)"
491,3632.0,Manufacturing,Household Refrigerators and HOme and Farm Freezers,#0072FF,3632.0,13.0,9.937994558565749e-06,0.0,Household Refrigerators and HOme and Farm Freezers (0.0%)
851,7322.0,Services,Adjustment and Collection Services,#FF0069,7322.0,12.0,9.173533438676076e-06,0.0,Adjustment and Collection Services (0.0%)
519,3695.0,Manufacturing,Magnetic And Optical Recording Media,#0072FF,3695.0,12.0,9.173533438676076e-06,0.0,Magnetic And Optical Recording Media (0.0%)
731,5571.0,Retail and wholesale trade,Motorcycle Dealers,#FF9BCD,5571.0,12.0,9.173533438676076e-06,0.0,Motorcycle Dealers (0.0%)
196,2326.0,Manufacturing,Men's and Boys' Work Clothing,#0072FF,2326.0,12.0,9.173533438676076e-06,0.0,Men's and Boys' Work Clothing (0.0%)
508,3671.0,Manufacturing,Electron Tubes,#0072FF,3671.0,12.0,9.173533438676076e-06,0.0,Electron Tubes (0.0%)
687,5142.0,Retail and wholesale trade,Packaged Frozen Foods,#FF9BCD,5142.0,12.0,9.173533438676076e-06,0.0,Packaged Frozen Foods (0.0%)
697,5159.0,Retail and wholesale trade,"Farm-Product Raw Materials, Not Elsewhere Classified",#FF9BCD,5159.0,12.0,9.173533438676076e-06,0.0,"Farm-Product Raw Materials, Not Elsewhere Classified (0.0%)"
473,3579.0,Manufacturing,"Office Machines, Not Elsewhere Classified",#0072FF,3579.0,12.0,9.173533438676076e-06,0.0,"Office Machines, Not Elsewhere Classified (0.0%)"
708,5198.0,Retail and wholesale trade,"Paints, Varnishes, and Supplies",#FF9BCD,5198.0,12.0,9.173533438676076e-06,0.0,"Paints, Varnishes, and Supplies (0.0%)"
575,4013.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Railroad Switching and Terminal Establishments,#C3FF00,4013.0,12.0,9.173533438676076e-06,0.0,Railroad Switching and Terminal Establishments (0.0%)
742,5714.0,Retail and wholesale trade,"Drapery, Curtain, and Upholstery Stores",#FF9BCD,5714.0,11.0,8.409072318786403e-06,0.0,"Drapery, Curtain, and Upholstery Stores (0.0%)"
374,3321.0,Manufacturing,Gray and Ductile Iron Foundries,#0072FF,3321.0,11.0,8.409072318786403e-06,0.0,Gray and Ductile Iron Foundries (0.0%)
