,SIC,descr_2dig,descr_4dig,color,US 1987 SIC 1,EMPLOYEES HERE,pct,pct2,Label
47,781.0,"Agriculture, Forestry, Fishing, Mining",Landscape Counseling and Planning,#698705,781.0,313.0,0.00023927633052546764,0.02,Landscape Counseling and Planning (0.02%)
899,7694.0,Services,Armature Rewinding Shops,#FF0069,7694.0,311.0,0.00023774740828568828,0.02,Armature Rewinding Shops (0.02%)
620,4812.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Radiotelephone Communications,#C3FF00,4812.0,311.0,0.00023774740828568828,0.02,Radiotelephone Communications (0.02%)
584,4212.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Local Trucking Without Storage,#C3FF00,4212.0,310.0,0.00023698294716579862,0.02,Local Trucking Without Storage (0.02%)
431,3498.0,Manufacturing,Fabricated Pipe and Pipe Fittings,#0072FF,3498.0,306.0,0.00023392510268623992,0.02,Fabricated Pipe and Pipe Fittings (0.02%)
986,9229.0,Public Administration,"Public Order and Safety, Not Elsewhere Classified",#CD7CA4,9229.0,306.0,0.00023392510268623992,0.02,"Public Order and Safety, Not Elsewhere Classified (0.02%)"
501,3647.0,Manufacturing,Vehicular Lighting Equipment,#0072FF,3647.0,300.0,0.0002293383359669019,0.02,Vehicular Lighting Equipment (0.02%)
908,7911.0,Services,"Dance Studios, Schools, and Halls",#FF0069,7911.0,294.0,0.00022475156924756386,0.02,"Dance Studios, Schools, and Halls (0.02%)"
663,5072.0,Retail and wholesale trade,Hardware,#FF9BCD,5072.0,289.0,0.0002209292636481155,0.02,Hardware (0.02%)
94,1611.0,Construction,"Highway and Street Construction, Except Elevated Highways",#696969,1611.0,287.0,0.00021940034140833614,0.02,"Highway and Street Construction, Except Elevated Highways (0.02%)"
661,5064.0,Retail and wholesale trade,"Electrical Appliances, Television and Radio Sets",#FF9BCD,5064.0,286.0,0.00021863588028844648,0.02,"Electrical Appliances, Television and Radio Sets (0.02%)"
506,3663.0,Manufacturing,Radio and Television Broadcasting and Communications Equipment,#0072FF,3663.0,281.0,0.0002148135746889981,0.02,Radio and Television Broadcasting and Communications Equipment (0.02%)
429,3496.0,Manufacturing,Miscellaneous Fabricated Wire Products,#0072FF,3496.0,280.0,0.00021404911356910842,0.02,Miscellaneous Fabricated Wire Products (0.02%)
322,3069.0,Manufacturing,"Fabricated Rubber Products, Not Elsewhere Classified",#0072FF,3069.0,280.0,0.00021404911356910842,0.02,"Fabricated Rubber Products, Not Elsewhere Classified (0.02%)"
698,5162.0,Retail and wholesale trade,Plastics Materials and Basic Forms and Shapes,#FF9BCD,5162.0,278.0,0.0002125201913293291,0.02,Plastics Materials and Basic Forms and Shapes (0.02%)
746,5734.0,Retail and wholesale trade,Computer and Computer Software Stores,#FF9BCD,5734.0,278.0,0.0002125201913293291,0.02,Computer and Computer Software Stores (0.02%)
136,2051.0,Manufacturing,"Bread and Other Bakery Products, Except Cookies and Crackers",#0072FF,2051.0,276.0,0.00021099126908954974,0.02,"Bread and Other Bakery Products, Except Cookies and Crackers (0.02%)"
787,6111.0,"Finance, Insurance, And Real Estate",Federal and Federally-Sponsored Credit Agencies,#FFFF00,6111.0,270.0,0.0002064045023702117,0.02,Federal and Federally-Sponsored Credit Agencies (0.02%)
654,5046.0,Retail and wholesale trade,"Commercial Equipment, Not Elsewhere Classified",#FF9BCD,5046.0,267.0,0.00020411111901054267,0.02,"Commercial Equipment, Not Elsewhere Classified (0.02%)"
44,752.0,"Agriculture, Forestry, Fishing, Mining","Animal Specialty Services, Except Veterinary",#698705,752.0,260.0,0.00019875989117131498,0.02,"Animal Specialty Services, Except Veterinary (0.02%)"
104,1751.0,Construction,Carpentry Work,#696969,1751.0,258.0,0.00019723096893153563,0.02,Carpentry Work (0.02%)
521,3711.0,Manufacturing,Motor Vehicles and Passenger Car Bodies,#0072FF,3711.0,252.0,0.0001926442022121976,0.02,Motor Vehicles and Passenger Car Bodies (0.02%)
692,5147.0,Retail and wholesale trade,Meats and Meat Products,#FF9BCD,5147.0,251.0,0.0001918797410923079,0.02,Meats and Meat Products (0.02%)
959,8651.0,Services,Political Organizations,#FF0069,8651.0,248.0,0.0001895863577326389,0.02,Political Organizations (0.02%)
670,5085.0,Retail and wholesale trade,Industrial Supplies,#FF9BCD,5085.0,248.0,0.0001895863577326389,0.02,Industrial Supplies (0.02%)
753,5932.0,Retail and wholesale trade,Used Merchandise Stores,#FF9BCD,5932.0,245.0,0.00018729297437296988,0.02,Used Merchandise Stores (0.02%)
844,7261.0,Services,Funeral Service and Crematories,#FF0069,7261.0,244.0,0.00018652851325308021,0.02,Funeral Service and Crematories (0.02%)
998,9631.0,Public Administration,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities",#CD7CA4,9631.0,243.0,0.00018576405213319052,0.02,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities (0.02%)"
676,5094.0,Retail and wholesale trade,"Jewelry, Watches, Precious Stones, and Precious Metals",#FF9BCD,5094.0,242.0,0.00018499959101330086,0.02,"Jewelry, Watches, Precious Stones, and Precious Metals (0.02%)"
821,6732.0,"Finance, Insurance, And Real Estate","Educational, Religious, and Charitable Trusts",#FFFF00,6732.0,241.0,0.0001842351298934112,0.02,"Educational, Religious, and Charitable Trusts (0.02%)"
870,7376.0,Services,Computer Facilities Management Services,#FF0069,7376.0,241.0,0.0001842351298934112,0.02,Computer Facilities Management Services (0.02%)
623,4832.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Radio Broadcasting Stations,#C3FF00,4832.0,239.0,0.00018270620765363185,0.02,Radio Broadcasting Stations (0.02%)
996,9611.0,Public Administration,Administration of General Economic Programs,#CD7CA4,9611.0,238.0,0.00018194174653374216,0.02,Administration of General Economic Programs (0.02%)
606,4513.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Air Courier Services,#C3FF00,4513.0,236.0,0.00018041282429396283,0.02,Air Courier Services (0.02%)
745,5731.0,Retail and wholesale trade,"Radio, Television, and Consumer Electronics Stores",#FF9BCD,5731.0,231.0,0.00017659051869451447,0.02,"Radio, Television, and Consumer Electronics Stores (0.02%)"
299,2851.0,Manufacturing,"Paints, Varnishes, Lacquers, Enamels, and Allied Products",#0072FF,2851.0,231.0,0.00017659051869451447,0.02,"Paints, Varnishes, Lacquers, Enamels, and Allied Products (0.02%)"
447,3544.0,Manufacturing,"Special Dies and Tools, Die Sets, Jigs and Fixtures, and Industrial Molds",#0072FF,3544.0,230.0,0.00017582605757462478,0.02,"Special Dies and Tools, Die Sets, Jigs and Fixtures, and Industrial Molds (0.02%)"
503,3651.0,Manufacturing,Household Audio and Video Equipment,#0072FF,3651.0,229.0,0.0001750615964547351,0.02,Household Audio and Video Equipment (0.02%)
712,5251.0,Retail and wholesale trade,Hardware Stores,#FF9BCD,5251.0,227.0,0.00017353267421495576,0.02,Hardware Stores (0.02%)
884,7532.0,Services,"Top, Body, and Upholstery Repair Shops and Paint Shops",#FF0069,7532.0,225.0,0.0001720037519751764,0.02,"Top, Body, and Upholstery Repair Shops and Paint Shops (0.02%)"
710,5211.0,Retail and wholesale trade,Lumber and Other Building Materials Dealers,#FF9BCD,5211.0,224.0,0.00017123929085528675,0.02,Lumber and Other Building Materials Dealers (0.02%)
444,3541.0,Manufacturing,"Machine Tools, Metal Cutting Types",#0072FF,3541.0,223.0,0.00017047482973539708,0.02,"Machine Tools, Metal Cutting Types (0.02%)"
880,7514.0,Services,Passenger Car Rental,#FF0069,7514.0,222.0,0.0001697103686155074,0.02,Passenger Car Rental (0.02%)
894,7623.0,Services,Refrigeration and Air-Conditioning Service and Repair Shops,#FF0069,7623.0,221.0,0.00016894590749561773,0.02,Refrigeration and Air-Conditioning Service and Repair Shops (0.02%)
345,3229.0,Manufacturing,"Pressed and Blown Glass and Glassware, Not Elsewhere Classified",#0072FF,3229.0,220.0,0.00016818144637572804,0.02,"Pressed and Blown Glass and Glassware, Not Elsewhere Classified (0.02%)"
738,5661.0,Retail and wholesale trade,Shoe Stores,#FF9BCD,5661.0,219.0,0.00016741698525583838,0.02,Shoe Stores (0.02%)
307,2891.0,Manufacturing,Adhesives and Sealants,#0072FF,2891.0,216.0,0.00016512360189616936,0.02,Adhesives and Sealants (0.02%)
783,6081.0,"Finance, Insurance, And Real Estate",Branches and Agencies of Foreign Banks,#FFFF00,6081.0,214.0,0.00016359467965639,0.02,Branches and Agencies of Foreign Banks (0.02%)
842,7241.0,Services,Barber Shops,#FF0069,7241.0,212.0,0.00016206575741661066,0.02,Barber Shops (0.02%)
109,1791.0,Construction,Structural Steel Erection,#696969,1791.0,212.0,0.00016206575741661066,0.02,Structural Steel Erection (0.02%)
667,5082.0,Retail and wholesale trade,Construction and Mining (Except Petroleum) Machinery and Equipment,#FF9BCD,5082.0,211.0,0.000161301296296721,0.02,Construction and Mining (Except Petroleum) Machinery and Equipment (0.02%)
579,4131.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Intercity and Rural Bus Transportation,#C3FF00,4131.0,211.0,0.000161301296296721,0.02,Intercity and Rural Bus Transportation (0.02%)
226,2431.0,Manufacturing,Millwork,#0072FF,2431.0,211.0,0.000161301296296721,0.02,Millwork (0.02%)
600,4489.0,"Transportation, Communications, Electric, Gas, And Sanitary Services","Water Transportation of Passengers, Not Elsewhere Classified",#C3FF00,4489.0,208.0,0.00015900791293705198,0.02,"Water Transportation of Passengers, Not Elsewhere Classified (0.02%)"
849,7313.0,Services,"Radio, Television, and Publishers' Advertising Representatives",#FF0069,7313.0,208.0,0.00015900791293705198,0.02,"Radio, Television, and Publishers' Advertising Representatives (0.02%)"
924,8042.0,Services,Offices and Clinics of Optometrists,#FF0069,8042.0,206.0,0.00015747899069727263,0.02,Offices and Clinics of Optometrists (0.02%)
751,5912.0,Retail and wholesale trade,Drug Stores and Proprietary Stores,#FF9BCD,5912.0,205.0,0.00015671452957738297,0.02,Drug Stores and Proprietary Stores (0.02%)
903,7822.0,Services,Motion Picture and Video Tape Distribution,#FF0069,7822.0,205.0,0.00015671452957738297,0.02,Motion Picture and Video Tape Distribution (0.02%)
568,3965.0,Manufacturing,"Fasteners, Buttons, Needles, and Pins",#0072FF,3965.0,202.0,0.00015442114621771395,0.02,"Fasteners, Buttons, Needles, and Pins (0.02%)"
850,7319.0,Services,"Advertising, Not Elsewhere Classified",#FF0069,7319.0,199.0,0.0001521277628580449,0.02,"Advertising, Not Elsewhere Classified (0.02%)"
273,2741.0,Manufacturing,Miscellaneous Publishing,#0072FF,2741.0,198.0,0.00015136330173815525,0.02,Miscellaneous Publishing (0.02%)
684,5137.0,Retail and wholesale trade,"Women's, Children's, and Infants' Clothing and Accessories",#FF9BCD,5137.0,195.0,0.00014906991837848623,0.01,"Women's, Children's, and Infants' Clothing and Accessories (0.01%)"
369,3312.0,Manufacturing,"Steel Works, Blast Furnaces (Including Coke Ovens), and Rolling Mills",#0072FF,3312.0,194.0,0.00014830545725859654,0.01,"Steel Works, Blast Furnaces (Including Coke Ovens), and Rolling Mills (0.01%)"
509,3672.0,Manufacturing,Printed Circuit Boards,#0072FF,3672.0,192.0,0.00014677653501881722,0.01,Printed Circuit Boards (0.01%)
782,6062.0,"Finance, Insurance, And Real Estate","Credit Unions, Not Federally Chartered",#FFFF00,6062.0,190.0,0.00014524761277903787,0.01,"Credit Unions, Not Federally Chartered (0.01%)"
217,2394.0,Manufacturing,Canvas and Related Products,#0072FF,2394.0,190.0,0.00014524761277903787,0.01,Canvas and Related Products (0.01%)
585,4213.0,"Transportation, Communications, Electric, Gas, And Sanitary Services","Trucking, Except Local",#C3FF00,4213.0,187.0,0.00014295422941936885,0.01,"Trucking, Except Local (0.01%)"
587,4215.0,"Transportation, Communications, Electric, Gas, And Sanitary Services","Courier Services, Except by Air",#C3FF00,4215.0,183.0,0.00013989638493981015,0.01,"Courier Services, Except by Air (0.01%)"
445,3542.0,Manufacturing,"Machine Tools, Metal Forming Types",#0072FF,3542.0,183.0,0.00013989638493981015,0.01,"Machine Tools, Metal Forming Types (0.01%)"
200,2337.0,Manufacturing,"Women's, Misses', and Juniors' Suits, Skirts, and Coats",#0072FF,2337.0,180.0,0.00013760300158014113,0.01,"Women's, Misses', and Juniors' Suits, Skirts, and Coats (0.01%)"
586,4214.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Local Trucking With Storage,#C3FF00,4214.0,177.0,0.00013530961822047212,0.01,Local Trucking With Storage (0.01%)
923,8041.0,Services,Offices and Clinics of Chiropractors,#FF0069,8041.0,177.0,0.00013530961822047212,0.01,Offices and Clinics of Chiropractors (0.01%)
325,3083.0,Manufacturing,"Laminated Plastics Plate, Sheet, and Profile Shapes",#0072FF,3083.0,176.0,0.00013454515710058245,0.01,"Laminated Plastics Plate, Sheet, and Profile Shapes (0.01%)"
158,2092.0,Manufacturing,Prepared Fresh or Frozen Fish and Seafoods,#0072FF,2092.0,175.0,0.00013378069598069277,0.01,Prepared Fresh or Frozen Fish and Seafoods (0.01%)
443,3537.0,Manufacturing,"Industrial Trucks, Tractors, Trailers, and Stackers",#0072FF,3537.0,175.0,0.00013378069598069277,0.01,"Industrial Trucks, Tractors, Trailers, and Stackers (0.01%)"
964,8713.0,Services,Surveying Services,#FF0069,8713.0,175.0,0.00013378069598069277,0.01,Surveying Services (0.01%)
724,5499.0,Retail and wholesale trade,Miscellaneous Food Stores,#FF9BCD,5499.0,174.0,0.0001330162348608031,0.01,Miscellaneous Food Stores (0.01%)
840,7221.0,Services,"Photographic Studios, Portrait",#FF0069,7221.0,172.0,0.00013148731262102375,0.01,"Photographic Studios, Portrait (0.01%)"
719,5421.0,Retail and wholesale trade,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners",#FF9BCD,5421.0,170.0,0.0001299583903812444,0.01,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners (0.01%)"
281,2791.0,Manufacturing,Typesetting,#0072FF,2791.0,166.0,0.00012690054590168572,0.01,Typesetting (0.01%)
700,5171.0,Retail and wholesale trade,Petroleum Bulk stations and Terminals,#FF9BCD,5171.0,166.0,0.00012690054590168572,0.01,Petroleum Bulk stations and Terminals (0.01%)
404,3441.0,Manufacturing,Fabricated Structural Metal,#0072FF,3441.0,165.0,0.00012613608478179603,0.01,Fabricated Structural Metal (0.01%)
583,4173.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Terminal and Service Facilities for Motor Vehicle Passenger Transportation,#C3FF00,4173.0,163.0,0.0001246071625420167,0.01,Terminal and Service Facilities for Motor Vehicle Passenger Transportation (0.01%)
836,7216.0,Services,"Drycleaning Plants, Except Rug Cleaning",#FF0069,7216.0,160.0,0.00012231377918234766,0.01,"Drycleaning Plants, Except Rug Cleaning (0.01%)"
419,3479.0,Manufacturing,"Coating, Engraving, and Allied Services, Not Elsewhere Classified",#0072FF,3479.0,159.0,0.000121549318062458,0.01,"Coating, Engraving, and Allied Services, Not Elsewhere Classified (0.01%)"
602,4492.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Towing and Tugboat Services,#C3FF00,4492.0,155.0,0.00011849147358289931,0.01,Towing and Tugboat Services (0.01%)
618,4785.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Fixed Facilities and Inspection and Weighing Services for Motor Vehicle Transportation,#C3FF00,4785.0,154.0,0.00011772701246300963,0.01,Fixed Facilities and Inspection and Weighing Services for Motor Vehicle Transportation (0.01%)
854,7334.0,Services,Photocopying and Duplicating Services,#FF0069,7334.0,149.0,0.00011390470686356127,0.01,Photocopying and Duplicating Services (0.01%)
741,5713.0,Retail and wholesale trade,Floor Covering Stores,#FF9BCD,5713.0,148.0,0.0001131402457436716,0.01,Floor Covering Stores (0.01%)
549,3842.0,Manufacturing,"Orthopedic, Prosthetic, and Surgical Appliances and Supplies",#0072FF,3842.0,146.0,0.00011161132350389225,0.01,"Orthopedic, Prosthetic, and Surgical Appliances and Supplies (0.01%)"
276,2759.0,Manufacturing,"Commercial Printing, Not Elsewhere Classified",#0072FF,2759.0,145.0,0.00011084686238400258,0.01,"Commercial Printing, Not Elsewhere Classified (0.01%)"
581,4142.0,"Transportation, Communications, Electric, Gas, And Sanitary Services","Bus Charter Service, Except Local",#C3FF00,4142.0,143.0,0.00010931794014422324,0.01,"Bus Charter Service, Except Local (0.01%)"
664,5074.0,Retail and wholesale trade,Plumbing and Heating Equipment and Supplies (Hydronics),#FF9BCD,5074.0,142.0,0.00010855347902433356,0.01,Plumbing and Heating Equipment and Supplies (Hydronics) (0.01%)
63,1061.0,"Agriculture, Forestry, Fishing, Mining","Ferroalloy Ores, Except Vanadium",#698705,1061.0,140.0,0.00010702455678455421,0.01,"Ferroalloy Ores, Except Vanadium (0.01%)"
711,5231.0,Retail and wholesale trade,"Paint, Glass, and Wallpaper Stores",#FF9BCD,5231.0,139.0,0.00010626009566466455,0.01,"Paint, Glass, and Wallpaper Stores (0.01%)"
781,6061.0,"Finance, Insurance, And Real Estate","Credit Unions, Federally Chartered",#FFFF00,6061.0,137.0,0.0001047311734248852,0.01,"Credit Unions, Federally Chartered (0.01%)"
911,7933.0,Services,Bowling Centers,#FF0069,7933.0,137.0,0.0001047311734248852,0.01,Bowling Centers (0.01%)
706,5193.0,Retail and wholesale trade,"Flowers, Nursery Stock, and Florists' Supplies",#FF9BCD,5193.0,137.0,0.0001047311734248852,0.01,"Flowers, Nursery Stock, and Florists' Supplies (0.01%)"
809,6514.0,"Finance, Insurance, And Real Estate",Operators of Dwellings Other Than Apartment Buildings,#FFFF00,6514.0,136.0,0.00010396671230499552,0.01,Operators of Dwellings Other Than Apartment Buildings (0.01%)
370,3313.0,Manufacturing,"Electrometallurgical Products, Except Steel",#0072FF,3313.0,136.0,0.00010396671230499552,0.01,"Electrometallurgical Products, Except Steel (0.01%)"
720,5431.0,Retail and wholesale trade,Fruit and Vegetable Markets,#FF9BCD,5431.0,136.0,0.00010396671230499552,0.01,Fruit and Vegetable Markets (0.01%)
298,2844.0,Manufacturing,"Perfumes, Cosmetics, and Other Toilet Preparations",#0072FF,2844.0,133.0,0.0001016733289453265,0.01,"Perfumes, Cosmetics, and Other Toilet Preparations (0.01%)"
686,5141.0,Retail and wholesale trade,"Groceries, General Line",#FF9BCD,5141.0,131.0,0.00010014440670554717,0.01,"Groceries, General Line (0.01%)"
174,2253.0,Manufacturing,Knit Outerwear Mills,#0072FF,2253.0,128.0,9.785102334587814e-05,0.01,Knit Outerwear Mills (0.01%)
461,3563.0,Manufacturing,Air and Gas Compressors,#0072FF,3563.0,125.0,9.555763998620912e-05,0.01,Air and Gas Compressors (0.01%)
857,7338.0,Services,Secretarial and Court Reporting Services,#FF0069,7338.0,124.0,9.479317886631945e-05,0.01,Secretarial and Court Reporting Services (0.01%)
816,6553.0,"Finance, Insurance, And Real Estate",Cemetery Subdividers and Developers,#FFFF00,6553.0,124.0,9.479317886631945e-05,0.01,Cemetery Subdividers and Developers (0.01%)
163,2099.0,Manufacturing,"Food Preparations, Not Elsewhere Classified",#0072FF,2099.0,123.0,9.402871774642977e-05,0.01,"Food Preparations, Not Elsewhere Classified (0.01%)"
413,3462.0,Manufacturing,Iron and Steel Forgings,#0072FF,3462.0,122.0,9.326425662654011e-05,0.01,Iron and Steel Forgings (0.01%)
288,2822.0,Manufacturing,Synthetic Rubber (Vulcanizable Elastomers),#0072FF,2822.0,120.0,9.173533438676075e-05,0.01,Synthetic Rubber (Vulcanizable Elastomers) (0.01%)
533,3761.0,Manufacturing,Guided Missiles and Space Vehicles,#0072FF,3761.0,120.0,9.173533438676075e-05,0.01,Guided Missiles and Space Vehicles (0.01%)
336,3144.0,Manufacturing,"Women's Footwear, Except Athletic",#0072FF,3144.0,120.0,9.173533438676075e-05,0.01,"Women's Footwear, Except Athletic (0.01%)"
42,742.0,"Agriculture, Forestry, Fishing, Mining",Veterinary Services for Animal Specialties,#698705,742.0,119.0,9.097087326687108e-05,0.01,Veterinary Services for Animal Specialties (0.01%)
293,2835.0,Manufacturing,In Vitro and In Vivo Diagnostic Substances,#0072FF,2835.0,115.0,8.791302878731239e-05,0.01,In Vitro and In Vivo Diagnostic Substances (0.01%)
735,5632.0,Retail and wholesale trade,Women's Accessory and Specialty Stores,#FF9BCD,5632.0,112.0,8.561964542764337e-05,0.01,Women's Accessory and Specialty Stores (0.01%)
99,1721.0,Construction,Painting and Paper Hanging,#696969,1721.0,112.0,8.561964542764337e-05,0.01,Painting and Paper Hanging (0.01%)
891,7542.0,Services,Carwashes,#FF0069,7542.0,112.0,8.561964542764337e-05,0.01,Carwashes (0.01%)
442,3536.0,Manufacturing,"Overhead Traveling Cranes, Hoists, and Monorail Systems",#0072FF,3536.0,112.0,8.561964542764337e-05,0.01,"Overhead Traveling Cranes, Hoists, and Monorail Systems (0.01%)"
550,3843.0,Manufacturing,Dental Equipment and Supplies,#0072FF,3843.0,110.0,8.409072318786402e-05,0.01,Dental Equipment and Supplies (0.01%)
747,5735.0,Retail and wholesale trade,Record and Prerecorded Tape Stores,#FF9BCD,5735.0,109.0,8.332626206797436e-05,0.01,Record and Prerecorded Tape Stores (0.01%)
106,1761.0,Construction,"Roofing, Siding, and Sheet Metal Work",#696969,1761.0,108.0,8.256180094808468e-05,0.01,"Roofing, Siding, and Sheet Metal Work (0.01%)"
892,7549.0,Services,"Automotive Services, Except Repair and Carwashes",#FF0069,7549.0,107.0,8.1797339828195e-05,0.01,"Automotive Services, Except Repair and Carwashes (0.01%)"
531,3743.0,Manufacturing,Railroad Equipment,#0072FF,3743.0,107.0,8.1797339828195e-05,0.01,Railroad Equipment (0.01%)
609,4612.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Crude Petroleum Pipelines,#C3FF00,4612.0,107.0,8.1797339828195e-05,0.01,Crude Petroleum Pipelines (0.01%)
624,4833.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Television Broadcasting Stations,#C3FF00,4833.0,106.0,8.103287870830533e-05,0.01,Television Broadcasting Stations (0.01%)
346,3231.0,Manufacturing,"Glass Products, Made of Purchased Glass",#0072FF,3231.0,105.0,8.026841758841567e-05,0.01,"Glass Products, Made of Purchased Glass (0.01%)"
400,3429.0,Manufacturing,"Hardware, Not Elsewhere Classified",#0072FF,3429.0,104.0,7.950395646852599e-05,0.01,"Hardware, Not Elsewhere Classified (0.01%)"
636,4952.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Sewerage Systems,#C3FF00,4952.0,104.0,7.950395646852599e-05,0.01,Sewerage Systems (0.01%)
671,5087.0,Retail and wholesale trade,Service Establishment Equipment and Supplies,#FF9BCD,5087.0,103.0,7.873949534863632e-05,0.01,Service Establishment Equipment and Supplies (0.01%)
179,2261.0,Manufacturing,Finishers of Broadwoven Fabrics of Cotton,#0072FF,2261.0,102.0,7.797503422874664e-05,0.01,Finishers of Broadwoven Fabrics of Cotton (0.01%)
772,5995.0,Retail and wholesale trade,Optical Goods Stores,#FF9BCD,5995.0,101.0,7.721057310885698e-05,0.01,Optical Goods Stores (0.01%)
570,3993.0,Manufacturing,Signs and Advertising Specialties,#0072FF,3993.0,98.0,7.491718974918795e-05,0.01,Signs and Advertising Specialties (0.01%)
502,3648.0,Manufacturing,"Lighting Equipment, Not Elsewhere Classified",#0072FF,3648.0,96.0,7.338826750940861e-05,0.01,"Lighting Equipment, Not Elsewhere Classified (0.01%)"
828,7021.0,Services,Rooming and Boarding Houses,#FF0069,7021.0,95.0,7.262380638951893e-05,0.01,Rooming and Boarding Houses (0.01%)
744,5722.0,Retail and wholesale trade,Household Appliance Stores,#FF9BCD,5722.0,95.0,7.262380638951893e-05,0.01,Household Appliance Stores (0.01%)
717,5399.0,Retail and wholesale trade,Miscellaneous General Merchandise Stores,#FF9BCD,5399.0,94.0,7.185934526962926e-05,0.01,Miscellaneous General Merchandise Stores (0.01%)
673,5091.0,Retail and wholesale trade,Sporting and Recreational Goods and Supplies,#FF9BCD,5091.0,92.0,7.033042302984992e-05,0.01,Sporting and Recreational Goods and Supplies (0.01%)
999,9641.0,Public Administration,Regulation of Agricultural Marketing and Commodities,#CD7CA4,9641.0,91.0,6.956596190996024e-05,0.01,Regulation of Agricultural Marketing and Commodities (0.01%)
736,5641.0,Retail and wholesale trade,Children's and Infants' Wear Stores,#FF9BCD,5641.0,91.0,6.956596190996024e-05,0.01,Children's and Infants' Wear Stores (0.01%)
504,3652.0,Manufacturing,Phonograph Records and Prerecorded Audio Tapes and Disks,#0072FF,3652.0,89.0,6.803703967018089e-05,0.01,Phonograph Records and Prerecorded Audio Tapes and Disks (0.01%)
689,5144.0,Retail and wholesale trade,Poultry and Poultry Products,#FF9BCD,5144.0,87.0,6.650811743040155e-05,0.01,Poultry and Poultry Products (0.01%)
363,3291.0,Manufacturing,Abrasive Products,#0072FF,3291.0,87.0,6.650811743040155e-05,0.01,Abrasive Products (0.01%)
556,3911.0,Manufacturing,"Jewelry, Precious Metal",#0072FF,3911.0,87.0,6.650811743040155e-05,0.01,"Jewelry, Precious Metal (0.01%)"
845,7291.0,Services,Tax Return Preparation Services,#FF0069,7291.0,86.0,6.574365631051188e-05,0.01,Tax Return Preparation Services (0.01%)
635,4941.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Water Supply,#C3FF00,4941.0,85.0,6.49791951906222e-05,0.01,Water Supply (0.01%)
91,1531.0,Construction,Operative Builders,#696969,1531.0,83.0,6.345027295084286e-05,0.01,Operative Builders (0.01%)
766,5983.0,Retail and wholesale trade,Fuel Oil Dealers,#FF9BCD,5983.0,83.0,6.345027295084286e-05,0.01,Fuel Oil Dealers (0.01%)
617,4783.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Packing and Crating,#C3FF00,4783.0,80.0,6.115688959117383e-05,0.01,Packing and Crating (0.01%)
432,3499.0,Manufacturing,"Fabricated Metal Products, Not Elsewhere Classified",#0072FF,3499.0,80.0,6.115688959117383e-05,0.01,"Fabricated Metal Products, Not Elsewhere Classified (0.01%)"
705,5192.0,Retail and wholesale trade,"Books, Periodicals, and Newspapers",#FF9BCD,5192.0,79.0,6.039242847128416e-05,0.01,"Books, Periodicals, and Newspapers (0.01%)"
945,8244.0,Services,Business and Secretarial Schools,#FF0069,8244.0,78.0,5.9627967351394493e-05,0.01,Business and Secretarial Schools (0.01%)
135,2048.0,Manufacturing,"Prepared Feed and Feed Ingredients for Animals and Fowls, Except Dogs and Cats",#0072FF,2048.0,77.0,5.886350623150482e-05,0.01,"Prepared Feed and Feed Ingredients for Animals and Fowls, Except Dogs and Cats (0.01%)"
647,5031.0,Retail and wholesale trade,"Lumber, Plywood, Millwork, and Wood Panels",#FF9BCD,5031.0,77.0,5.886350623150482e-05,0.01,"Lumber, Plywood, Millwork, and Wood Panels (0.01%)"
571,3995.0,Manufacturing,Burial Caskets,#0072FF,3995.0,77.0,5.886350623150482e-05,0.01,Burial Caskets (0.01%)
835,7215.0,Services,Coin-Operated Laundries and Drycleaning,#FF0069,7215.0,77.0,5.886350623150482e-05,0.01,Coin-Operated Laundries and Drycleaning (0.01%)
102,1742.0,Construction,"Plastering, Drywall, Acoustical, and Insulation Work",#696969,1742.0,76.0,5.809904511161515e-05,0.01,"Plastering, Drywall, Acoustical, and Insulation Work (0.01%)"
896,7631.0,Services,"Watch, Clock, and Jewelry Repair",#FF0069,7631.0,76.0,5.809904511161515e-05,0.01,"Watch, Clock, and Jewelry Repair (0.01%)"
902,7819.0,Services,Services Allied to Motion Picture Production,#FF0069,7819.0,75.0,5.733458399172547e-05,0.01,Services Allied to Motion Picture Production (0.01%)
648,5032.0,Retail and wholesale trade,"Brick, Stone, and Related Construction Materials",#FF9BCD,5032.0,75.0,5.733458399172547e-05,0.01,"Brick, Stone, and Related Construction Materials (0.01%)"
